Index,Location,Longitude,Latitude,Date,High,Low,Open,Close,Volume,AdjClose,Return
^GSPC,"New York, USA",-74.011111,40.706944,4/19/2022,4471.029785,4390.629883,4390.629883,4462.209961,3197930000,4462.209961,1.630291778
^GSPC,"New York, USA",-74.011111,40.706944,4/20/2022,4488.290039,4448.759766,4472.259766,4459.450195,3678040000,4459.450195,-0.286422786
^GSPC,"New York, USA",-74.011111,40.706944,4/21/2022,4512.939941,4384.470215,4489.169922,4393.660156,3833570000,4393.660156,-2.127559608
^GSPC,"New York, USA",-74.011111,40.706944,4/22/2022,4385.830078,4267.620117,4385.830078,4271.779785,3930660000,4271.779785,-2.600426623
^GSPC,"New York, USA",-74.011111,40.706944,4/25/2022,4299.02002,4200.819824,4255.339844,4296.120117,4061070000,4296.120117,0.958331755
^GSPC,"New York, USA",-74.011111,40.706944,4/26/2022,4278.140137,4175.040039,4278.140137,4175.200195,3760420000,4175.200195,-2.406184433
^GSPC,"New York, USA",-74.011111,40.706944,4/27/2022,4240.709961,4162.899902,4186.52002,4183.959961,3876340000,4183.959961,-0.061150048
^GSPC,"New York, USA",-74.011111,40.706944,4/28/2022,4308.450195,4188.629883,4222.580078,4287.5,3969440000,4287.5,1.537446793
^GSPC,"New York, USA",-74.011111,40.706944,4/29/2022,4269.680176,4124.279785,4253.75,4131.930176,3943480000,4131.930176,-2.863821898
^GSPC,"New York, USA",-74.011111,40.706944,5/2/2022,4169.810059,4062.51001,4130.609863,4155.379883,4474060000,4155.379883,0.599669802
^GSPC,"New York, USA",-74.011111,40.706944,5/3/2022,4200.100098,4147.080078,4159.779785,4175.47998,3877530000,4175.47998,0.377428513
^GSPC,"New York, USA",-74.011111,40.706944,5/4/2022,4307.660156,4148.910156,4181.180176,4300.169922,4236210000,4300.169922,2.84584115
^GSPC,"New York, USA",-74.011111,40.706944,5/5/2022,4270.430176,4106.009766,4270.430176,4146.870117,4197620000,4146.870117,-2.893386706
^GSPC,"New York, USA",-74.011111,40.706944,5/6/2022,4157.689941,4067.909912,4128.169922,4123.339844,4254300000,4123.339844,-0.117002887
^GSPC,"New York, USA",-74.011111,40.706944,5/9/2022,4081.27002,3975.47998,4081.27002,3991.23999,4746120000,3991.23999,-2.205931721
^GSPC,"New York, USA",-74.011111,40.706944,5/10/2022,4068.820068,3958.169922,4035.179932,4001.050049,4630150000,4001.050049,-0.845808206
^GSPC,"New York, USA",-74.011111,40.706944,5/11/2022,4049.090088,3928.820068,3990.080078,3935.179932,4683220000,3935.179932,-1.375915895
^GSPC,"New York, USA",-74.011111,40.706944,5/12/2022,3964.800049,3858.870117,3903.949951,3930.080078,4964130000,3930.080078,0.669325358
^GSPC,"New York, USA",-74.011111,40.706944,5/13/2022,4038.879883,3963.899902,3963.899902,4023.889893,4142950000,4023.889893,1.513408322
^GSPC,"New York, USA",-74.011111,40.706944,5/16/2022,4046.459961,3983.98999,4013.02002,4008.01001,3824320000,4008.01001,-0.124843883
^GSPC,"New York, USA",-74.011111,40.706944,5/17/2022,4090.719971,4033.929932,4052,4088.850098,3846580000,4088.850098,0.909429862
^GSPC,"New York, USA",-74.011111,40.706944,5/18/2022,4051.97998,3911.909912,4051.97998,3923.679932,4428960000,3923.679932,-3.16635444
^GSPC,"New York, USA",-74.011111,40.706944,5/19/2022,3945.959961,3876.580078,3899,3900.790039,4212140000,3900.790039,0.045910208
^GSPC,"New York, USA",-74.011111,40.706944,5/20/2022,3943.419922,3810.320068,3927.76001,3901.360107,4278520000,3901.360107,-0.672136356
^GSPC,"New York, USA",-74.011111,40.706944,5/23/2022,3981.879883,3909.040039,3919.419922,3973.75,3392770000,3973.75,1.386176503
^GSPC,"New York, USA",-74.011111,40.706944,5/24/2022,3955.679932,3875.129883,3942.939941,3941.47998,3901640000,3941.47998,-0.037027219
^GSPC,"New York, USA",-74.011111,40.706944,5/25/2022,3999.330078,3925.030029,3929.590088,3978.72998,4322190000,3978.72998,1.250509364
^GSPC,"New York, USA",-74.011111,40.706944,5/26/2022,4075.139893,3984.600098,3984.600098,4057.840088,3961940000,4057.840088,1.838076299
^GSPC,"New York, USA",-74.011111,40.706944,5/27/2022,4158.490234,4077.429932,4077.429932,4158.240234,3560560000,4158.240234,1.981893088
^GSPC,"New York, USA",-74.011111,40.706944,5/31/2022,4168.339844,4104.879883,4151.089844,4132.149902,5192220000,4132.149902,-0.456264324
^GSPC,"New York, USA",-74.011111,40.706944,6/1/2022,4166.540039,4073.850098,4149.779785,4101.22998,4145710000,4101.22998,-1.169936901
^GSPC,"New York, USA",-74.011111,40.706944,6/2/2022,4177.509766,4074.370117,4095.409912,4176.819824,3604930000,4176.819824,1.987833056
^GSPC,"New York, USA",-74.011111,40.706944,6/3/2022,4142.669922,4098.669922,4137.569824,4108.540039,3107080000,4108.540039,-0.701614383
^GSPC,"New York, USA",-74.011111,40.706944,6/6/2022,4168.779785,4109.180176,4134.720215,4121.430176,3852050000,4121.430176,-0.321425352
^GSPC,"New York, USA",-74.011111,40.706944,6/7/2022,4164.859863,4080.189941,4096.470215,4160.680176,3476470000,4160.680176,1.56744606
^GSPC,"New York, USA",-74.011111,40.706944,6/8/2022,4160.140137,4107.200195,4147.120117,4115.77002,3090180000,4115.77002,-0.755948613
^GSPC,"New York, USA",-74.011111,40.706944,6/9/2022,4119.100098,4017.169922,4101.649902,4017.820068,3192330000,4017.820068,-2.043807638
^GSPC,"New York, USA",-74.011111,40.706944,6/10/2022,3974.389893,3900.159912,3974.389893,3900.860107,3936120000,3900.860107,-1.8500899
^GSPC,"New York, USA",-74.011111,40.706944,6/13/2022,3838.149902,3734.300049,3838.149902,3749.629883,4572820000,3749.629883,-2.306320005
^GSPC,"New York, USA",-74.011111,40.706944,6/14/2022,3778.179932,3705.679932,3763.52002,3735.47998,4126400000,3735.47998,-0.745048249
^GSPC,"New York, USA",-74.011111,40.706944,6/15/2022,3837.560059,3722.300049,3764.050049,3789.98999,4474610000,3789.98999,0.689149737
^GSPC,"New York, USA",-74.011111,40.706944,6/16/2022,3728.179932,3639.77002,3728.179932,3666.77002,4511200000,3666.77002,-1.647182087
^GSPC,"New York, USA",-74.011111,40.706944,6/17/2022,3707.709961,3636.870117,3665.899902,3674.840088,6954110000,3674.840088,0.243874253
^GSPC,"New York, USA",-74.011111,40.706944,6/21/2022,3779.649902,3715.310059,3715.310059,3764.790039,4124600000,3764.790039,1.331786021
^GSPC,"New York, USA",-74.011111,40.706944,6/22/2022,3801.790039,3717.689941,3733.889893,3759.889893,4342270000,3759.889893,0.696324764
^GSPC,"New York, USA",-74.011111,40.706944,6/23/2022,3802.580078,3743.52002,3774.709961,3795.72998,4078100000,3795.72998,0.55686448
^GSPC,"New York, USA",-74.011111,40.706944,6/24/2022,3913.649902,3821.75,3821.75,3911.73999,6742870000,3911.73999,2.354680186
^GSPC,"New York, USA",-74.011111,40.706944,6/27/2022,3927.719971,3889.659912,3920.76001,3900.110107,3385120000,3900.110107,-0.526681127
^GSPC,"New York, USA",-74.011111,40.706944,6/28/2022,3945.860107,3820.139893,3913,3821.550049,3590980000,3821.550049,-2.337080271
^GSPC,"New York, USA",-74.011111,40.706944,6/29/2022,3836.5,3799.02002,3825.090088,3818.830078,3458850000,3818.830078,-0.163656538
^GSPC,"New York, USA",-74.011111,40.706944,6/30/2022,3818.98999,3738.669922,3785.98999,3785.379883,4032260000,3785.379883,-0.01611486
^GSPC,"New York, USA",-74.011111,40.706944,7/1/2022,3829.820068,3752.100098,3781,3825.330078,3268240000,3825.330078,1.172443216
^GSPC,"New York, USA",-74.011111,40.706944,7/5/2022,3832.189941,3742.060059,3792.610107,3831.389893,4427900000,3831.389893,1.022509167
^GSPC,"New York, USA",-74.011111,40.706944,7/6/2022,3870.909912,3809.370117,3831.97998,3845.080078,3613120000,3845.080078,0.341862381
^GSPC,"New York, USA",-74.011111,40.706944,7/7/2022,3910.629883,3858.850098,3858.850098,3902.620117,3337710000,3902.620117,1.134276219
^GSPC,"New York, USA",-74.011111,40.706944,7/8/2022,3918.5,3869.340088,3888.26001,3899.379883,2844620000,3899.379883,0.285985839
^GSPC,"New York, USA",-74.011111,40.706944,7/11/2022,3880.939941,3847.219971,3880.939941,3854.429932,3023830000,3854.429932,-0.683082176
^GSPC,"New York, USA",-74.011111,40.706944,7/12/2022,3873.409912,3802.360107,3851.949951,3818.800049,3138460000,3818.800049,-0.860600538
^GSPC,"New York, USA",-74.011111,40.706944,7/13/2022,3829.439941,3759.070068,3779.669922,3801.780029,3166580000,3801.780029,0.584974547
^GSPC,"New York, USA",-74.011111,40.706944,7/14/2022,3796.409912,3721.560059,3763.98999,3790.379883,3447500000,3790.379883,0.701114856
^GSPC,"New York, USA",-74.011111,40.706944,7/15/2022,3863.620117,3817.179932,3818,3863.159912,3537130000,3863.159912,1.182815925
^GSPC,"New York, USA",-74.011111,40.706944,7/18/2022,3902.439941,3818.629883,3883.790039,3830.850098,3414470000,3830.850098,-1.363099974
^GSPC,"New York, USA",-74.011111,40.706944,7/19/2022,3939.810059,3860.72998,3860.72998,3936.689941,3160350000,3936.689941,1.967502555
^GSPC,"New York, USA",-74.011111,40.706944,7/20/2022,3974.129883,3922.030029,3935.320068,3959.899902,3452150000,3959.899902,0.624595549
^GSPC,"New York, USA",-74.011111,40.706944,7/21/2022,3999.290039,3927.639893,3955.469971,3998.949951,3586030000,3998.949951,1.099236761
^GSPC,"New York, USA",-74.011111,40.706944,7/22/2022,4012.439941,3938.860107,3998.429932,3961.629883,3246220000,3961.629883,-0.920362483
^GSPC,"New York, USA",-74.011111,40.706944,7/25/2022,3975.300049,3943.459961,3965.719971,3966.840088,2988650000,3966.840088,0.028244985
^GSPC,"New York, USA",-74.011111,40.706944,7/26/2022,3953.219971,3910.73999,3953.219971,3921.050049,3083420000,3921.050049,-0.813765038
^GSPC,"New York, USA",-74.011111,40.706944,7/27/2022,4039.560059,3951.429932,3951.429932,4023.610107,3584170000,4023.610107,1.826684928
^GSPC,"New York, USA",-74.011111,40.706944,7/28/2022,4078.949951,3992.969971,4026.129883,4072.429932,3882850000,4072.429932,1.149988956
^GSPC,"New York, USA",-74.011111,40.706944,7/29/2022,4140.149902,4079.219971,4087.330078,4130.290039,3817740000,4130.290039,1.051051914
^GSPC,"New York, USA",-74.011111,40.706944,8/1/2022,4144.950195,4096.02002,4112.379883,4118.629883,3540960000,4118.629883,0.151980123
^GSPC,"New York, USA",-74.011111,40.706944,8/2/2022,4140.470215,4079.810059,4104.209961,4091.189941,3880790000,4091.189941,-0.31723572
^GSPC,"New York, USA",-74.011111,40.706944,8/3/2022,4167.660156,4107.959961,4107.959961,4155.169922,3544410000,4155.169922,1.149231284
^GSPC,"New York, USA",-74.011111,40.706944,8/4/2022,4161.290039,4135.419922,4154.850098,4151.939941,3565810000,4151.939941,-0.070042407
^GSPC,"New York, USA",-74.011111,40.706944,8/5/2022,4151.580078,4107.310059,4115.870117,4145.189941,3540260000,4145.189941,0.712360283
^GSPC,"New York, USA",-74.011111,40.706944,8/8/2022,4186.620117,4128.970215,4155.930176,4140.060059,3604650000,4140.060059,-0.381866786
^GSPC,"New York, USA",-74.011111,40.706944,8/9/2022,4137.299805,4112.089844,4133.109863,4122.470215,3337150000,4122.470215,-0.257424756
^GSPC,"New York, USA",-74.011111,40.706944,8/10/2022,4211.029785,4177.259766,4181.02002,4210.240234,3998590000,4210.240234,0.698877639
^GSPC,"New York, USA",-74.011111,40.706944,8/11/2022,4257.910156,4201.410156,4227.399902,4207.27002,3925060000,4207.27002,-0.476176432
^GSPC,"New York, USA",-74.011111,40.706944,8/12/2022,4280.470215,4219.779785,4225.02002,4280.149902,3252290000,4280.149902,1.304843095
^GSPC,"New York, USA",-74.011111,40.706944,8/15/2022,4301.790039,4256.899902,4269.370117,4297.140137,3087740000,4297.140137,0.650447706
^GSPC,"New York, USA",-74.011111,40.706944,8/16/2022,4325.279785,4277.77002,4290.459961,4305.200195,3792010000,4305.200195,0.343558363
^GSPC,"New York, USA",-74.011111,40.706944,8/17/2022,4302.180176,4253.080078,4280.399902,4274.040039,3293430000,4274.040039,-0.148581047
^GSPC,"New York, USA",-74.011111,40.706944,8/18/2022,4292.529785,4261.97998,4273.129883,4283.740234,2871990000,4283.740234,0.248303967
^GSPC,"New York, USA",-74.011111,40.706944,8/19/2022,4266.310059,4218.700195,4266.310059,4228.47998,3210680000,4228.47998,-0.886716588
^GSPC,"New York, USA",-74.011111,40.706944,8/22/2022,4195.080078,4129.859863,4195.080078,4137.990234,3365220000,4137.990234,-1.360876144
^GSPC,"New York, USA",-74.011111,40.706944,8/23/2022,4159.77002,4124.029785,4133.089844,4128.72998,3117800000,4128.72998,-0.105486795
^GSPC,"New York, USA",-74.011111,40.706944,8/24/2022,4156.560059,4119.970215,4126.549805,4140.77002,3056910000,4140.77002,0.344603014
^GSPC,"New York, USA",-74.011111,40.706944,8/25/2022,4200.540039,4147.589844,4153.259766,4199.120117,2976050000,4199.120117,1.104201364
^GSPC,"New York, USA",-74.011111,40.706944,8/26/2022,4203.040039,4057.659912,4198.740234,4057.659912,3175260000,4057.659912,-3.360063117
^GSPC,"New York, USA",-74.011111,40.706944,8/29/2022,4062.98999,4017.419922,4034.580078,4030.610107,2963020000,4030.610107,-0.098398617
^GSPC,"New York, USA",-74.011111,40.706944,8/30/2022,4044.97998,3965.209961,4041.25,3986.159912,3190580000,3986.159912,-1.363194259
^GSPC,"New York, USA",-74.011111,40.706944,8/31/2022,4015.370117,3954.530029,4000.669922,3955,3797860000,3955,-1.141556861
^GSPC,"New York, USA",-74.011111,40.706944,9/1/2022,3970.22998,3903.649902,3936.72998,3966.850098,3754570000,3966.850098,0.765105002
^GSPC,"New York, USA",-74.011111,40.706944,9/2/2022,4018.429932,3906.209961,3994.659912,3924.26001,4134920000,3924.26001,-1.762350326
^GSPC,"New York, USA",-74.011111,40.706944,9/6/2022,3942.550049,3886.75,3930.889893,3908.189941,4127340000,3908.189941,-0.57747616
^GSPC,"New York, USA",-74.011111,40.706944,9/7/2022,3987.889893,3906.030029,3909.429932,3979.870117,3890320000,3979.870117,1.801801956
^GSPC,"New York, USA",-74.011111,40.706944,9/8/2022,4010.5,3944.810059,3959.939941,4006.179932,3966850000,4006.179932,1.16769425
^GSPC,"New York, USA",-74.011111,40.706944,9/9/2022,4076.810059,4022.939941,4022.939941,4067.360107,3901940000,4067.360107,1.104171741
^GSPC,"New York, USA",-74.011111,40.706944,9/12/2022,4119.279785,4083.669922,4083.669922,4110.410156,3814200000,4110.410156,0.654808898
^GSPC,"New York, USA",-74.011111,40.706944,9/13/2022,4037.120117,3921.280029,4037.120117,3932.689941,4224550000,3932.689941,-2.586749291
^GSPC,"New York, USA",-74.011111,40.706944,9/14/2022,3961.939941,3912.179932,3940.72998,3946.01001,4293240000,3946.01001,0.13398609
^GSPC,"New York, USA",-74.011111,40.706944,9/15/2022,3959.139893,3888.280029,3932.409912,3901.350098,4441830000,3901.350098,-0.789841718
^GSPC,"New York, USA",-74.011111,40.706944,9/16/2022,3880.949951,3837.080078,3880.949951,3873.330078,7954650000,3873.330078,-0.196340409
^GSPC,"New York, USA",-74.011111,40.706944,9/19/2022,3900.449951,3838.5,3849.909912,3899.889893,3766850000,3899.889893,1.298211702
^GSPC,"New York, USA",-74.011111,40.706944,9/20/2022,3876.01001,3827.540039,3875.22998,3855.929932,4058050000,3855.929932,-0.498036197
^GSPC,"New York, USA",-74.011111,40.706944,9/21/2022,3907.070068,3789.48999,3871.399902,3789.929932,4078330000,3789.929932,-2.104405953
^GSPC,"New York, USA",-74.011111,40.706944,9/22/2022,3790.899902,3749.449951,3782.360107,3757.98999,4284600000,3757.98999,-0.644309804
^GSPC,"New York, USA",-74.011111,40.706944,9/23/2022,3727.139893,3647.469971,3727.139893,3693.22998,5144270000,3693.22998,-0.909810578
^GSPC,"New York, USA",-74.011111,40.706944,9/26/2022,3715.669922,3644.76001,3682.719971,3655.040039,4886140000,3655.040039,-0.751616528
^GSPC,"New York, USA",-74.011111,40.706944,9/27/2022,3717.530029,3623.290039,3686.439941,3647.290039,4577740000,3647.290039,-1.061997554
^GSPC,"New York, USA",-74.011111,40.706944,9/28/2022,3736.73999,3640.610107,3651.939941,3719.040039,4684850000,3719.040039,1.837382298
^GSPC,"New York, USA",-74.011111,40.706944,9/29/2022,3687.01001,3610.399902,3687.01001,3640.469971,4681810000,3640.469971,-1.262270481
^GSPC,"New York, USA",-74.011111,40.706944,9/30/2022,3671.439941,3584.129883,3633.47998,3585.620117,5645360000,3585.620117,-1.317190772
^GSPC,"New York, USA",-74.011111,40.706944,10/3/2022,3698.350098,3604.929932,3609.780029,3678.429932,4806680000,3678.429932,1.901775245
^GSPC,"New York, USA",-74.011111,40.706944,10/4/2022,3791.919922,3726.459961,3726.459961,3790.929932,5146580000,3790.929932,1.730059404
^GSPC,"New York, USA",-74.011111,40.706944,10/5/2022,3806.909912,3722.659912,3753.25,3783.280029,4293180000,3783.280029,0.800107347
^GSPC,"New York, USA",-74.011111,40.706944,10/6/2022,3797.929932,3739.219971,3771.969971,3744.52002,4252100000,3744.52002,-0.727735141
